Date,Amount,Description,Balance,Subcategory,Category
2024-03-06,-3.0,Provender Australia SilverwateNSWAU,3325.47,Vending Machine,Food
2024-03-06,-3.4,Provender Australia SilverwateNSWAU,3328.47,Vending Machine,Food
2024-03-06,-3.4,Provender Australia SilverwateNSWAU,3331.87,Vending Machine,Food
2024-03-05,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,3335.27,Coffee,Food
2024-03-05,-37.43,FF Darling Harbour Sydney AU,3343.17,Restaurants,Food
2024-03-05,3185.0,IZMIRTA RACHMAN REF 2024030500007738,3380.6,Credit,Financial Transactions
2024-03-05,-13.99,CRUNCHYROLL *AUD 415-503-9235 CA USA Card xx1037 AUD 13.99 Value Date: 01/03/2024,195.6,Online Subscriptions,Technology and Services
2024-03-05,-21.9,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 01/03/2024,209.59,Restaurants,Food
2024-03-05,-27.5,Cellini's Sydney NS AUS Card xx1037 Value Date: 02/03/2024,231.49,Restaurants,Food
2024-03-05,-29.99,ADOBE SYSTEMS PTY LTD SYDNEY AU AUS Card xx1037 Value Date: 01/03/2024,258.99,Online Subscriptions,Technology and Services
2024-03-05,-13.45,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 02/03/2024,288.98,Restaurants,Food
2024-03-05,-9.6,NOODLES YOUR WAY SYDNEY AU AUS Card xx1037 Value Date: 03/03/2024,302.43,Restaurants,Food
2024-03-05,-13.45,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 03/03/2024,312.03,Restaurants,Food
2024-03-05,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 02/03/2024,325.48,Food and Beverage,Food
2024-03-05,-9.99,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 03/03/2024,332.98,Apple,Technology and Services
2024-03-04,-18.18,Andiamo Kensington St Chippendale AU,342.97,Restaurants,Food
2024-03-03,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,361.15,Coffee,Food
2024-03-03,-35.0,TIMEZONE HAYMARKET AU Card xx1037,369.05,Entertainment,Activities
2024-03-02,-13.95,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 29/02/2024,404.05,Restaurants,Food
2024-03-02,-48.47,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 29/02/2024,418.0,Apple,Technology and Services
2024-03-02,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 28/02/2024,466.47,Food and Beverage,Food
2024-03-01,-23.25,SQ *ENJOY MIE Sydney AU,473.97,Restaurants,Food
2024-03-01,-15.0,APPLE R238 SYDNEY SYDNEY NS AUS Card xx1037 Value Date: 28/02/2024,497.22,Apple,Technology and Services
2024-03-01,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 27/02/2024,512.22,Food and Beverage,Food
2024-02-29,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,519.72,Rent,Living Expenses
2024-02-29,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,1617.72,Coffee,Food
2024-02-29,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 26/02/2024,1625.62,Food and Beverage,Food
2024-02-28,-37.5,Transfer To Praddeep CommBank App Payment recording farros,1633.12,Events,Activities
2024-02-28,-21.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,1670.62,Restaurants,Food
2024-02-28,-0.46,International Transaction Fee Value Date: 26/02/2024,1692.42,Student Fees,Education
2024-02-28,-15.28,WWW.SYMBOLAB.COM REDWOOD CITY CA USA Card xx1037 USD 9.99 Value Date: 26/02/2024,1692.88,Online Subscriptions,Technology and Services
2024-02-28,-4.0,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 25/02/2024,1708.16,Food and Beverage,Food
2024-02-28,-1.01,International Transaction Fee Value Date: 26/02/2024,1712.16,Student Fees,Education
2024-02-28,-33.64,CHATGPT SUBSCRIPTION SAN FRANCISCO CA USA Card xx1037 USD 22.00 Value Date: 27/02/2024,1713.17,Online Subscriptions,Technology and Services
2024-02-28,-24.14,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 26/02/2024,1746.81,Restaurants,Food
2024-02-28,-11.0,TSG BROADWAY PTY LTD CHIPPENDALE AUS Card xx1037 Value Date: 25/02/2024,1770.95,Food and Beverage,Food
2024-02-28,-2.0,AU-RANGE DUTY FREE P KATOOMBA NS AUS Card xx1037 Value Date: 24/02/2024,1781.95,Events,Activities
2024-02-27,-62.0,IM ANGUS COCKLE BAY PTY L SYDNEY NSW AU Card xx1037,1783.95,Restaurants,Food
2024-02-27,-35.37,UBER *TRIP Sydney AU AUS Card xx1037 Value Date: 23/02/2024,1845.95,Transport,Living Expenses
2024-02-27,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 23/02/2024,1881.32,Food and Beverage,Food
2024-02-27,-0.23,International Transaction Fee Value Date: 24/02/2024,1888.82,Student Fees,Education
2024-02-27,-7.65,A MEDIUM CORPORATION 4155085008 CA USA Card xx1037 USD 5.00 Value Date: 25/02/2024,1889.05,Online Subscriptions,Technology and Services
2024-02-27,-27.5,Cellini's Sydney NS AUS Card xx1037 Value Date: 25/02/2024,1896.7,Restaurants,Food
2024-02-27,-47.0,SCRIMBA OSLO DU NOR Card xx1037 AUD 47.00 Value Date: 26/02/2024,1924.2,Online Subscriptions,Technology and Services
2024-02-25,-17.0,SQ *PIRHANA FISH CO Pyrmont AU,1971.2,Restaurants,Food
2024-02-25,-30.0,Transfer To Praddeep CommBank App Payment Farros,1988.2,Events,Activities
2024-02-24,-21.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,2018.2,Restaurants,Food
2024-02-24,-62.5,Transfer To Praddeep CommBank App Payment Farros,2040.0,Events,Activities
2024-02-24,-13.0,THE LOOKOUT @ ECHO POI KATOOMBA AU Card xx1037,2102.5,Events,Activities
2024-02-24,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 22/02/2024,2115.5,Rent,Living Expenses
2024-02-24,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 22/02/2024,2119.5,Rent,Living Expenses
2024-02-24,-6.49,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 22/02/2024,2123.5,Apple,Technology and Services
2024-02-23,-23.25,SQ *ENJOY MIE Sydney AU,2129.99,Restaurants,Food
2024-02-23,-16.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 21/02/2024,2153.24,Restaurants,Food
2024-02-23,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 22/02/2024,2169.54,Transport,Living Expenses
2024-02-22,-12.0,KELLYS ON KING NEWTOWN AU Card xx1037,2179.54,Events,Activities
2024-02-22,-24.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,2191.54,Restaurants,Food
2024-02-22,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,2216.34,Coffee,Food
2024-02-22,-25.43,THE SAMBAL SYDNEY NS AUS Card xx1037 Value Date: 20/02/2024,2224.24,Restaurants,Food
2024-02-21,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,2249.67,Coffee,Food
2024-02-21,-24.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,2257.57,Restaurants,Food
2024-02-21,-445.01,WL *VUE* TESTING EXAM BLOOMINGTON MN USA Card xx1037 AUD 445.01 Value Date: 18/02/2024,2282.37,Student Fees,Education
2024-02-20,-12.12,Andiamo Kensington St Chippendale AU,2727.38,Restaurants,Food
2024-02-19,-15.2,MCDONALDS BROADWAY SYDNEY NSWAU,2739.5,Restaurants,Food
2024-02-19,-29.0,LANGUAGE ACADEMY,2754.7,Online Subscriptions,Technology and Services
2024-02-19,-27.33,SQ *ENJOY MIE Sydney AU,2783.7,Restaurants,Food
2024-02-19,-9.0,IGLU NO. 205 PTY LTD CHIPPENDALE NSW AU,2811.03,Rent,Living Expenses
2024-02-18,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,2820.03,Coffee,Food
2024-02-18,-21.0,SQ *UMMA KITCHEN SYDNE Sydney AU,2827.93,Restaurants,Food
2024-02-17,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,2848.93,Coffee,Food
2024-02-17,-24.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,2856.83,Restaurants,Food
2024-02-17,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 15/02/2024,2881.63,Rent,Living Expenses
2024-02-17,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 15/02/2024,2885.63,Rent,Living Expenses
2024-02-17,-10.32,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx1037 Value Date: 15/02/2024,2889.63,Transport,Living Expenses
2024-02-17,-18.95,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 15/02/2024,2899.95,Grocery,Food
2024-02-16,-21.0,SLIMS QUALITY BURGER SYDNEY AU Card xx1037,2918.9,Restaurants,Food
2024-02-16,-13.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,2939.9,Coffee,Food
2024-02-16,-54.99,LinkedIn Pre 922066977 lnkd.in/bill AU AUS Card xx1037 Value Date: 14/02/2024,2953.8,Online Subscriptions,Technology and Services
2024-02-16,-21.6,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 14/02/2024,3008.79,Restaurants,Food
2024-02-15,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,3030.39,Rent,Living Expenses
2024-02-15,-13.0,KELLYS ON KING NEWTOWN AU Card xx1037,4128.39,Events,Activities
2024-02-15,-18.0,KELLYS ON KING NEWTOWN AU Card xx1037,4141.39,Events,Activities
2024-02-15,-10.0,KELLYS ON KING NEWTOWN AU Card xx1037,4159.39,Events,Activities
2024-02-15,-24.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,4169.39,Restaurants,Food
2024-02-15,-21.47,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 13/02/2024,4194.19,Restaurants,Food
2024-02-15,-4.49,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 13/02/2024,4215.66,Apple,Technology and Services
2024-02-14,-16.12,SMP*Talays Thai Seafoo Chippendale02 AU,4220.15,Restaurants,Food
2024-02-14,-17.68,ZLR*Uni Bros Kebabs Darlington AU,4236.27,Restaurants,Food
2024-02-14,-20.0,SQ *SYDNEY UNIVERSITY Forest Lodge AU,4253.95,Student Fees,Education
2024-02-14,3085.0,IZMIRTA RACHMAN REF 2024021400009599,4273.95,Credit,Financial Transactions
2024-02-14,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 10/02/2024,1188.95,Rent,Living Expenses
2024-02-14,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 10/02/2024,1192.95,Rent,Living Expenses
2024-02-14,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 10/02/2024,1196.95,Rent,Living Expenses
2024-02-14,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 10/02/2024,1200.95,Rent,Living Expenses
2024-02-14,-1.39,International Transaction Fee Value Date: 12/02/2024,1204.95,Student Fees,Education
2024-02-14,-46.27,GRAMMARLY COPSHB9EM 8883186146 CA USA Card xx1037 USD 30.00 Value Date: 12/02/2024,1206.34,Online Subscriptions,Technology and Services
2024-02-14,-20.9,ZAN Asian Cuisine Sydney NS AUS Card xx1037 Value Date: 12/02/2024,1252.61,Restaurants,Food
2024-02-14,-113.0,MEDIBANK PHI DEBIT MELBOURNE AUS Card xx1037 Value Date: 12/02/2024,1273.51,Student Fees,Education
2024-02-14,-19.1,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 11/02/2024,1386.51,Restaurants,Food
2024-02-14,-16.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 10/02/2024,1405.61,Restaurants,Food
2024-02-13,-13.8,OZT*PARTY @ MANNING,1421.91,Events,Activities
2024-02-13,-25.9,ZAN Asian Cuisine Sydney NS AUS Card xx1037 Value Date: 09/02/2024,1435.71,Restaurants,Food
2024-02-13,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 08/02/2024,1461.61,Food and Beverage,Food
2024-02-13,-0.09,International Transaction Fee Value Date: 09/02/2024,1469.11,Student Fees,Education
2024-02-13,-2.95,Google Storage Mountain View CA USA Card xx1037 IDR 29859.00 Value Date: 09/02/2024,1469.2,Online Subscriptions,Technology and Services
2024-02-13,-20.49,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 09/02/2024,1472.15,Apple,Technology and Services
2024-02-13,-19.1,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 09/02/2024,1492.64,Restaurants,Food
2024-02-13,-16.84,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx1037 Value Date: 10/02/2024,1511.74,Transport,Living Expenses
2024-02-13,-29.68,DidiChuxing DIDI MOBIL Sydney AU AUS Card xx1037 Value Date: 11/02/2024,1528.58,Transport,Living Expenses
2024-02-13,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 10/02/2024,1558.26,Transport,Living Expenses
2024-02-12,-7.1,STARBUCKS COFFEE B00 SYDNEY AU,1568.26,Coffee,Food
2024-02-10,-17.1,Nene Chicken George Sydney AU,1575.36,Restaurants,Food
2024-02-10,-10.0,UNI OF SYDNEY UNION THE UNIVERSIT NS AUS Card xx1037 Value Date: 07/02/2024,1592.46,Student Fees,Education
2024-02-10,-23.01,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 08/02/2024,1602.46,Restaurants,Food
2024-02-09,-13.13,Andiamo Kensington St Chippendale AU,1625.47,Restaurants,Food
2024-02-09,-17.99,Canva,1638.6,Online Subscriptions,Technology and Services
2024-02-09,-12.99,Spotify P29AECC3DB Sydney AU AUS Card xx1037 Value Date: 07/02/2024,1656.59,Online Subscriptions,Technology and Services
2024-02-09,-14.85,MEDIBANK PHI DEBIT MELBOURNE AUS Card xx1037 Value Date: 07/02/2024,1669.58,Student Fees,Education
2024-02-08,-13.13,Andiamo Kensington St Chippendale AU,1684.43,Restaurants,Food
2024-02-08,-22.0,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 06/02/2024,1697.56,Restaurants,Food
2024-02-07,-24.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,1719.56,Restaurants,Food
2024-02-07,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 04/02/2024,1744.36,Food and Beverage,Food
2024-02-07,-4.5,TSG QUAY ST PTY LTD HAYMARKET AUS Card xx1037 Value Date: 04/02/2024,1751.86,Food and Beverage,Food
2024-02-07,-9.95,TSG BROADWAY PTY LTD CHIPPENDALE AUS Card xx1037 Value Date: 03/02/2024,1756.36,Food and Beverage,Food
2024-02-06,-116.48,Direct Debit 119218 Vodafone Aus A3-28e9d3010,1766.31,Mobile Services,Technology and Services
2024-02-06,-24.24,Andiamo Kensington St Chippendale AU,1882.79,Restaurants,Food
2024-02-06,-13.99,CRUNCHYROLL *AUD 415-503-9235 CA USA Card xx1037 AUD 13.99 Value Date: 02/02/2024,1907.03,Online Subscriptions,Technology and Services
2024-02-06,-29.99,ADOBE SYSTEMS PTY LTD SYDNEY AU AUS Card xx1037 Value Date: 01/02/2024,1921.02,Online Subscriptions,Technology and Services
2024-02-06,-5.6,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 02/02/2024,1951.01,Restaurants,Food
2024-02-06,-16.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 02/02/2024,1956.61,Restaurants,Food
2024-02-06,-9.99,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 03/02/2024,1972.91,Apple,Technology and Services
2024-02-06,-22.5,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 04/02/2024,1982.9,Restaurants,Food
2024-02-05,-7.1,STARBUCKS COFFEE B01 CHIPPENDALE AU,2005.4,Coffee,Food
2024-02-05,-20.0,LECLOVER PTY LTD SYDNEY NSW AU,2012.5,Restaurants,Food
2024-02-05,-7.1,STARBUCKS COFFEE B00 SYDNEY AU,2032.5,Coffee,Food
2024-02-03,-13.13,Andiamo Kensington St Chippendale AU,2039.6,Restaurants,Food
2024-02-03,-7.1,STARBUCKS COFFEE B00 SYDNEY AU,2052.73,Coffee,Food
2024-02-03,-15.0,SQ *UMMA KITCHEN SYDNE Sydney AU,2059.83,Restaurants,Food
2024-02-03,-17.0,CROCODILE JUNIOR CHIPPENDALE AU AUS Card xx1037 Value Date: 01/02/2024,2074.83,Restaurants,Food
2024-02-03,-6.75,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 31/01/2024,2091.83,Food and Beverage,Food
2024-02-02,-17.0,SQ *UMMA KITCHEN SYDNE Sydney AU,2098.58,Restaurants,Food
2024-02-02,-7.6,STARBUCKS COFFEE B00 SYDNEY AU,2115.58,Coffee,Food
2024-02-02,-47.12,AUST FEDERAL POLICE SYDNEY NS AUS Card xx1037 Value Date: 31/01/2024,2123.18,Online Subscriptions,Technology and Services
2024-02-02,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 30/01/2024,2170.3,Food and Beverage,Food
2024-02-02,-35.2,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 31/01/2024,2177.8,Restaurants,Food
2024-02-02,-3.4,Provender Australia SilverwateNSWAU,2213.0,Vending Machine,Food
2024-02-02,-3.4,Provender Australia SilverwateNSWAU,2216.4,Vending Machine,Food
2024-02-01,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,2219.8,Rent,Living Expenses
2024-02-01,-19.99,Max Brenner World Squ Sydney AU,3317.8,Food and Beverage,Food
2024-02-01,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/01/2024,3337.79,Rent,Living Expenses
2024-02-01,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/01/2024,3341.79,Rent,Living Expenses
2024-02-01,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/01/2024,3345.79,Rent,Living Expenses
2024-02-01,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/01/2024,3349.79,Rent,Living Expenses
2024-02-01,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 29/01/2024,3353.79,Food and Beverage,Food
2024-02-01,-46.23,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 30/01/2024,3361.29,Restaurants,Food
2024-02-01,-0.02,Debit Excess Interest,3407.52,Debit,Financial Transactions
2024-01-31,-3.4,Provender Australia SilverwateNSWAU,3407.54,Vending Machine,Food
2024-01-31,-3.4,Provender Australia SilverwateNSWAU,3410.94,Vending Machine,Food
2024-01-31,-7.1,STARBUCKS COFFEE B01 CHIPPENDALE AU,3414.34,Coffee,Food
2024-01-31,3035.0,IZMIRTA RACHMAN REF 2024013100014070,3421.44,Credit,Financial Transactions
2024-01-31,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/01/2024,386.44,Rent,Living Expenses
2024-01-31,-20.81,PALACE CINEMAS CHIPPENDALE NS AUS Card xx1037 Value Date: 28/01/2024,390.44,Entertainment,Activities
2024-01-31,-9.45,TSG CENTRAL PTY LTD HAYMARKET AUS Card xx1037 Value Date: 28/01/2024,411.25,Grocery,Food
2024-01-31,-31.6,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 27/01/2024,420.7,Restaurants,Food
2024-01-30,-27.5,Cellini's Sydney NS AUS Card xx1037 Value Date: 25/01/2024,452.3,Restaurants,Food
2024-01-30,-34.47,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 25/01/2024,479.8,Apple,Technology and Services
2024-01-30,-47.0,SCRIMBA OSLO DU NOR Card xx1037 AUD 47.00 Value Date: 26/01/2024,514.27,Online Subscriptions,Technology and Services
2024-01-30,-0.46,International Transaction Fee Value Date: 26/01/2024,561.27,Student Fees,Education
2024-01-30,-15.22,WWW.SYMBOLAB.COM REDWOOD CITY CA USA Card xx1037 USD 9.99 Value Date: 26/01/2024,561.73,Online Subscriptions,Technology and Services
2024-01-30,-1.01,International Transaction Fee Value Date: 26/01/2024,576.95,Student Fees,Education
2024-01-30,-33.52,CHATGPT SUBSCRIPTION SAN FRANCISCO CA USA Card xx1037 USD 22.00 Value Date: 27/01/2024,577.96,Online Subscriptions,Technology and Services
2024-01-30,-52.5,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 26/01/2024,611.48,Restaurants,Food
2024-01-30,-19.9,ZAN Asian Cuisine Sydney NS AUS Card xx1037 Value Date: 28/01/2024,663.98,Restaurants,Food
2024-01-30,-14.11,SYDNEY PIE CAFE HAYMARKET AU AUS Card xx1037 Value Date: 27/01/2024,683.88,Restaurants,Food
2024-01-29,-24.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,697.99,Restaurants,Food
2024-01-28,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,722.79,Coffee,Food
2024-01-27,-6.09,LS Baia the Italian pt Sydney AU,730.69,Restaurants,Food
2024-01-27,-6.91,Kensington Investment Chippendale AU,736.78,Rent,Living Expenses
2024-01-27,-10.67,Kensington Investment Chippendale AU,743.69,Rent,Living Expenses
2024-01-26,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 23/01/2024,754.36,Food and Beverage,Food
2024-01-26,-0.23,International Transaction Fee Value Date: 24/01/2024,761.86,Student Fees,Education
2024-01-26,-7.62,A MEDIUM CORPORATION 4155085008 CA USA Card xx1037 USD 5.00 Value Date: 25/01/2024,762.09,Online Subscriptions,Technology and Services
2024-01-25,-15.2,MCDONALDS BROADWAY SYDNEY NSWAU,769.71,Restaurants,Food
2024-01-25,-42.63,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 23/01/2024,784.91,Restaurants,Food
2024-01-25,-3.0,Provender Australia SilverwateNSWAU,827.54,Vending Machine,Food
2024-01-24,-53.89,RIO RECIPE PTY LTD SYDNEY AU,830.54,Restaurants,Food
2024-01-24,-42.95,KINOKUNIYA BOOK STOR SYDNEY AU,884.43,Book,Education
2024-01-24,-16.45,TSG CENTRAL PTY LTD HAYMARKET AUS Card xx1037 Value Date: 21/01/2024,927.38,Grocery,Food
2024-01-23,-3.5,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 19/01/2024,943.83,Grocery,Food
2024-01-23,-15.7,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 21/01/2024,947.33,Restaurants,Food
2024-01-23,-20.9,ZAN Asian Cuisine Sydney NS AUS Card xx1037 Value Date: 21/01/2024,963.03,Restaurants,Food
2024-01-22,-35.0,TIMEZONE HAYMARKET AU Card xx1037,983.93,Entertainment,Activities
2024-01-22,-9.13,Noddles Your Way Sydney AU,1018.93,Restaurants,Food
2024-01-21,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,1028.06,Coffee,Food
2024-01-20,-69.13,HURRICANES GRILL CIRCU SYDNEY AU Card xx1037,1035.96,Restaurants,Food
2024-01-20,-12.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,1105.09,Coffee,Food
2024-01-19,-22.36,SMP*Ed Ae Unique Thai Haymarket02 AU,1117.99,Restaurants,Food
2024-01-19,-16.9,YATAI RICE BOWL PTY LTD HAYMARKET NSW AU,1140.35,Restaurants,Food
2024-01-19,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,1157.25,Coffee,Food
2024-01-18,-15.2,MCDONALDS BROADWAY SYDNEY NSWAU,1165.15,Restaurants,Food
2024-01-18,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,1180.35,Rent,Living Expenses
2024-01-18,-35.0,TIMEZONE HAYMARKET AU Card xx1037,2278.35,Entertainment,Activities
2024-01-18,-43.34,PEPPER LUNCH SYDNEY NSWAU,2313.35,Restaurants,Food
2024-01-18,-2.57,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 16/01/2024,2356.69,Restaurants,Food
2024-01-18,-50.85,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 16/01/2024,2359.26,Restaurants,Food
2024-01-18,-13.5,TSG BROADWAY PTY LTD CHIPPENDALE AUS Card xx1037 Value Date: 15/01/2024,2410.11,Food and Beverage,Food
2024-01-17,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,2423.61,Coffee,Food
2024-01-16,-121.96,RED EYE RECORDS PTY SYDNEY AU Card xx1037,2431.51,Shopping,Financial Transactions
2024-01-16,-19.98,KINOKUNIYA BOOK STOR SYDNEY AU,2553.47,Book,Education
2024-01-16,-100.93,KINOKUNIYA BOOK STOR SYDNEY AU,2573.45,Book,Education
2024-01-16,-1.35,International Transaction Fee Value Date: 12/01/2024,2674.38,Student Fees,Education
2024-01-16,-45.15,GRAMMARLY COSCYY5T3 8883186146 CA USA Card xx1037 USD 30.00 Value Date: 12/01/2024,2675.73,Online Subscriptions,Technology and Services
2024-01-16,-2.57,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 13/01/2024,2720.88,Restaurants,Food
2024-01-16,-23.63,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 13/01/2024,2723.45,Restaurants,Food
2024-01-16,-4.49,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 13/01/2024,2747.08,Apple,Technology and Services
2024-01-16,-15.3,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 14/01/2024,2751.57,Grocery,Food
2024-01-16,-54.99,LinkedIn Pre 910759397 lnkd.in/bill AU AUS Card xx1037 Value Date: 14/01/2024,2766.87,Online Subscriptions,Technology and Services
2024-01-15,-13.13,Andiamo Kensington St Chippendale AU,2821.86,Restaurants,Food
2024-01-15,-16.75,ZLR*It's time for Thai Haymarket AU,2834.99,Restaurants,Food
2024-01-14,-41.17,FF Darling Harbour Sydney AU,2851.74,Restaurants,Food
2024-01-13,-21.57,Nene Chicken George Sydney AU,2892.91,Restaurants,Food
2024-01-12,-31.63,Zhangliang spicy hotp Haymarket AU,2914.48,Restaurants,Food
2024-01-12,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,2946.11,Coffee,Food
2024-01-11,-11.06,SYDNEY PIE CAFE HAYMARKET AU,2954.01,Restaurants,Food
2024-01-11,-35.0,TIMEZONE HAYMARKET AU Card xx1037,2965.07,Entertainment,Activities
2024-01-11,-15.0,Overdraw Fee For exceeding available funds on 10 Jan,3000.07,Debit,Financial Transactions
2024-01-11,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,3015.07,Coffee,Food
2024-01-11,-25.5,Fresh & Hot Malatang Chippendale AU,3022.97,Restaurants,Food
2024-01-11,3085.0,IZMIRTA RACHMAN REF 2024011100012993,3048.47,Credit,Financial Transactions
2024-01-11,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 09/01/2024,-36.53,Rent,Living Expenses
2024-01-11,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 09/01/2024,-32.53,Rent,Living Expenses
